2024-01-27 22:54:33 ERROR - failed to create the pid file
2024-01-27 22:54:33 INFO - [clash]: level=info msg="Start initial compatible provider 故障转移"
2024-01-27 22:54:33 INFO - [clash]: level=info msg="Start initial compatible provider 自动选择(已剔除IPLC)"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42044 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42048 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42054 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42068 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42058 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42086 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42076 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42088 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42094 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42110 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42114 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42134 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42120 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42146 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42148 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42152 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42160 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42172 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42188 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42200 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42204 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42214 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42224 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42238 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42248 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42258 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42272 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42278 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42282 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42286 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42292 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42298 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42310 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42314 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42328 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42334 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42348 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42356 --> github.com:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42362 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42366 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42370 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42378 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42382 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42392 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42408 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42422 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42436 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42448 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42460 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:22 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42442 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:24 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52640 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52656 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:25 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52648 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:26 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52664 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:27 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52672 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:27 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52684 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:28 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52698 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:28 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52714 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52744 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52730 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52734 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52758 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52738 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52754 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:29 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52770 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:30 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52778 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:31 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52784 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:32 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:52790 --> github.com:443 using GLOBAL"
2024-01-27 23:40:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60034 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60040 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60046 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:34 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60060 --> github.com:443 using GLOBAL"
2024-01-27 23:40:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60072 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60082 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60104 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60096 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:37 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60108 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:38 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60122 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:38 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60154 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:38 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60138 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:38 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60164 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:38 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60168 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:39 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60170 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:39 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60172 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:40 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:60174 --> github.com:443 using GLOBAL"
2024-01-27 23:40:44 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45574 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:44 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45590 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:44 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45592 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:44 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45606 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:45 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45622 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:46 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45630 --> github.com:443 using GLOBAL"
2024-01-27 23:40:49 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45632 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:50 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45644 --> github.com:443 using GLOBAL"
2024-01-27 23:40:52 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:45658 --> github.com:443 using GLOBAL"
2024-01-27 23:40:54 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37060 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:55 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37084 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:55 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37068 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:56 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37098 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37116 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37156 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37144 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37104 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37122 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37136 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37148 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37138 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37174 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37168 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37200 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37180 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:58 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37190 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:59 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37216 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:59 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37232 --> pub.dev:443 using GLOBAL"
2024-01-27 23:40:59 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37236 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:00 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37246 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:00 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37260 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:00 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37262 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:01 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37276 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:02 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37288 --> github.com:443 using GLOBAL"
2024-01-27 23:41:03 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42368 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:04 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42380 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42404 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42384 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42432 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42398 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42434 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42414 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42428 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42418 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42452 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:05 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42450 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42472 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42468 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:06 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42462 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:07 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42478 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:07 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42488 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:07 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42502 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:07 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42516 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:07 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42528 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:07 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42536 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:08 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42542 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:08 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42540 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:08 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42556 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42596 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42566 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42582 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42610 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42614 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:09 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42620 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42634 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42644 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:10 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42652 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42658 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:11 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42672 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:12 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42688 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:12 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:42696 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36596 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36628 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36580 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36610 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36592 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36620 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:13 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36570 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:14 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36644 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:14 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36706 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:14 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36692 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:14 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36660 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:14 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36676 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:14 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36698 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36750 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36718 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36742 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36734 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36740 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:15 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36756 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:16 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36770 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:16 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36772 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:16 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36774 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36788 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:17 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36794 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:18 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36800 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36810 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:19 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36822 --> pub.dev:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36958 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36872 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36852 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36926 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36878 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36942 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36898 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36838 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36846 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36938 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36968 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36888 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36910 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36884 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36862 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:20 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36950 --> pub.dartlang.org:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36978 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36990 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:36996 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37006 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37008 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37014 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37020 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37036 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37046 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37054 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37064 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37070 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37072 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37084 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37092 --> storage.googleapis.com:443 using GLOBAL"
2024-01-27 23:41:21 INFO - [clash]: level=info msg="[TCP] 127.0.0.1:37098 --> storage.googleapis.com:443 using GLOBAL"
